budget,popularity,revenue,runtime,title,vote average
45000000,11.387408,9323833,160,Miracle at St. Anna,6.3
110,9.950505,0,114,Curse of the Golden Flower,6.6
45000000,14.813057,42487390,99,Bangkok Dangerous,5
40000000,5.201688,8493890,85,Big Trouble,6.3
45000000,5.361699,4607608,139,Love in the Time of Cholera,6.4
45000000,3.848893,2154540,103,Shadow Conspiracy,4
45000000,35.6585,160078586,101,Johnny English Reborn,6
65000000,5.258726,73706,87,Foodfight!,2.3
44500000,62.01056,232324128,120,Argo,7.1
44000000,54.884297,368875760,130,The Fugitive,7.2
40000000,33.747825,136000000,110,The Bounty Hunter,5.5
44000000,16.245068,165615285,147,Sleepers,7.3
44000000,38.653969,300400432,96,Rambo: First Blood Part II,6.3
44000000,3.937352,0,118,The Juror,5.5
2600000,46.007991,84300000,88,Pinocchio,6.9
44000000,5.380124,3484331,219,Heaven's Gate,6.4
50000000,49.020045,111340801,106,Underworld: Evolution,6.4
40000000,24.821138,34227298,109,Victor Frankenstein,5.6
43000000,19.043286,80049764,136,Finding Forrester,7
43000000,5.418921,0,103,28 Days,6
45000000,25.999888,50871113,103,Unleashed,6.6
43000000,18.65632,68696770,84,The Sweetest Thing,5.3
42000000,23.736535,270248367,154,The Firm,6.6
44000000,21.75433,48190704,99,Charlie St. Cloud,6.8
40000000,44.094856,51070807,93,The Mechanic,6.3
42000000,62.714026,201585328,109,21 Jump Street,6.7
42000000,28.969151,363889678,124,Notting Hill,7
45000000,31.789029,224834564,84,Chicken Run,6.5
42000000,33.238296,171963386,90,Along Came Polly,5.8
40000000,6.420434,70100000,117,Boomerang,5.4
43000000,37.654688,158674180,117,The Heat,6.5
31115000,13.244365,71000000,248,Cleopatra,6.7
0,26.799913,73100172,105,Here Comes the Boom,6
42000000,14.046705,63781810,115,High Crimes,6.1
42000000,3.844926,0,126,The Mirror Has Two Faces,6.5
32000000,14.733513,55157539,119,The Mothman Prophecies,6.1
42000000,16.122168,0,83,Brüno,5.4
32000000,28.22119,156167015,133,Licence to Kill,5.9
42000000,45.151657,89162162,100,Red Riding Hood,5.6
60000000,15.205371,56359980,120,15 Minutes,5.7
48000000,14.587367,20915465,104,Super Mario Bros.,4
42000000,34.828241,24127895,122,Lord of War,7
31000000,23.607392,177394432,99,Hero,7.2
40000000,19.438503,36893721,91,One for the Money,5.3
44000000,74.168016,12342632,112,The Interview,6.1
42000000,7.349497,11087569,100,The Warrior's Way,6.3
33000000,7.663515,14000000,100,Micmacs,6.8
41000000,32.798571,215000000,110,8 Mile,6.8
0,5.794466,0,100,Why I Did (Not) Eat My Father,5.3
65000000,36.670399,117487473,132,A Knight's Tale,6.6
41000000,14.653718,0,88,The Medallion,5.3
40000000,73.085576,672806292,107,The Sixth Sense,7.7
42000000,34.041407,46221189,102,Man on a Ledge,6.2
41000000,9.419726,7448385,100,The Big Year,5.6
8000000,28.456572,90815558,126,The Karate Kid,6.9
40000000,49.664128,251171807,138,American Hustle,6.8
40000000,36.238968,317375031,108,The Proposal,6.7
70000000,19.439386,177841558,105,Double Jeopardy,6.2
40000000,43.345252,332000000,108,Back to the Future Part II,7.4
40000000,115.241998,126546825,89,Lucy,6.3
40000000,98.755657,571006128,125,Fifty Shades of Grey,5.2
38000000,21.998734,197011982,84,Spy Kids 3-D: Game Over,4.7
40000000,25.219805,152266007,149,A Time to Kill,7
40000000,26.516624,190212113,98,Cheaper by the Dozen,6
40000000,37.084384,149295601,121,Lone Survivor,7.4
40000000,21.661028,107458785,128,A League of Their Own,6.7
40000000,68.794673,320170008,134,The Conjuring 2,7
40000000,69.27822,224920315,120,The Social Network,7.1
40000000,26.253357,177259441,129,He's Just Not That Into You,6.2
45000000,32.549282,178262620,83,Scary Movie 4,5.3
40000000,24.992057,161834276,116,Scream 3,5.7
40000000,45.769562,244527583,118,Back to the Future Part III,7.1
40000000,36.301202,111811453,100,Get Hard,5.9
40000000,45.022964,215862692,128,Dracula,7.1
40000000,22.853006,129540499,123,Julie & Julia,6.6
40000000,31.884559,95020213,128,42,6.8
40000000,31.385257,128798265,139,The Talented Mr. Ripley,7
40000000,67.767785,169837010,110,Dumb and Dumber To,5.4
40000000,24.287306,120455994,120,Eight Below,6.7
35000000,53.114573,194564672,121,The Intern,7.1
40000000,25.136082,124827316,102,Ride Along 2,6.1
40000000,37.776566,75505856,112,The Last of the Mohicans,7.1
40000000,21.743321,124731534,152,Ray,7.2
40000000,66.003433,158733820,124,Sin City,7.2
40000000,24.862767,151161491,90,Vantage Point,6.2
41000000,25.391899,91636986,105,"I Love You, Man",6.5
40000000,29.854773,141069860,114,Shallow Hal,5.7
40000000,26.82041,205405498,189,JFK,7.5
40000000,17.61292,138259062,99,Big Momma's House 2,5.4
57000000,21.021809,147845033,123,The Mexican,5.8
20000000,52.571674,136267476,102,17 Again,6.1
40000000,34.519636,196781193,109,The Other Woman,6.2
40000000,32.478077,186167139,82,The Final Destination,5.4
40000000,48.445978,165478348,141,Bridge of Spies,7.2
40000000,24.012986,91753202,106,Behind Enemy Lines,6
40000000,17.869443,90029656,109,Get Him to the Greek,5.9
50000000,14.231899,170128460,107,Shall We Dance?,5.9
40000000,23.088571,54682547,110,Small Soldiers,6.2
40000000,19.833664,87840042,96,Spawn,5
35000000,26.595983,75395048,131,The Count of Monte Cristo,7.3
40000000,26.072228,85412898,119,The Lincoln Lawyer,7
30000000,38.643914,130786397,113,Unknown,6.5
40000000,74.440708,109676311,130,The Prestige,8
42000000,82.185281,107670357,108,Horrible Bosses 2,6.1
40000000,18.14218,74597643,89,Escape from Planet Earth,5.7
40000000,41.570047,120175290,139,Apocalypto,7.3
40000000,23.331459,191185897,130,The Living Daylights,6.2
40000000,47.649554,126248813,107,Predators,6
0,7.519433,0,116,Legal Eagles,5.8
40000000,32.908414,92913171,96,Secret Window,6.4
40000000,29.88736,114830111,99,The Lake House,6.5
43000000,29.105407,91974818,104,The Skeleton Key,6.4
0,16.394452,51854875,105,The Odd Life of Timothy Green,6.5
40000000,19.574774,84601681,101,Made of Honor,6
40000000,14.199933,67347013,134,Jersey Boys,6.8
40000000,12.229516,45916769,135,The Rainmaker,6.7
40000000,27.303608,141591324,98,Gothika,5.8
36000000,3.698276,74000000,155,Amistad,6.8
40000000,7.021871,0,106,Medicine Man,5.8
40000000,39.381913,41797066,94,Aliens vs Predator: Requiem,4.9
40000000,14.398356,0,95,Ri¢hie Ri¢h,5.4
65000000,8.680334,0,103,Autumn in New York,5.7
40000000,17.659032,145896422,96,Music and Lyrics,6.2
40000000,43.151268,97552050,104,Paul,6.5
40000000,15.283444,41863726,95,The Guilt Trip,5.4
40000000,35.21926,97138686,111,Scream 4,6.1
40000000,25.580272,96618699,123,8MM,6.1
38000000,10.794175,34416893,140,The Doors,6.7
40000000,72.641296,126069509,97,Sex Tape,5.3
40000000,3.415534,36037909,94,Hanging Up,5
47000000,38.555482,157887643,92,Final Destination 5,5.9
0,6.786117,0,102,Mickey Blue Eyes,5.3
40000000,24.313684,55707411,122,Pay It Forward,7
30000000,9.965073,50451307,103,Fever Pitch,5.9
40000000,15.055732,0,102,Drillbit Taylor,5.5
0,32.808675,0,116,A Million Ways to Die in the West,5.8
25000000,8.178203,48063435,108,The Shadow,5.4
40000000,31.066874,55247881,129,Extremely Loud & Incredibly Close,6.9
40000000,22.491388,58785180,102,Morning Glory,6.1
40000000,12.885985,46442528,117,Get Rich or Die Tryin',6.3
40000000,7.832337,30199105,117,The Art of War,5.6
40000000,10.433667,31670620,135,Rent,6.7
40000000,3.321949,0,107,Bless the Child,4.9
75000000,4.842626,29000000,90,The Out-of-Towners,5
40000000,13.210898,49627779,96,The Island of Dr. Moreau,4.6
40000000,3.296933,27053815,104,The Musketeer,5.2
35000000,22.939557,0,115,The Other Boleyn Girl,6.4
40000000,19.372805,65754228,119,Sweet November,6.4
40000000,13.445697,62771059,99,The Reaping,5.4
500000,17.002096,3000000,110,Mean Streets,7.2
40000000,4.516953,24332324,128,Renaissance Man,5.9
40000000,33.785969,60965854,108,Colombiana,6.5
40000000,16.059443,38172500,86,Quest for Camelot,6.9
40000000,3.476966,22433915,108,City By The Sea,5.7
0,5.778724,0,128,At First Sight,5.9
40000000,7.360793,46546197,84,Torque,4.7
0,3.621837,0,111,City Hall,6
45000000,14.513305,20350754,128,Showgirls,4.9
40000000,22.364549,60474340,123,Marie Antoinette,6.5
40000000,6.90894,0,101,Kiss of Death,5.7
63600000,4.494788,19412993,102,Get Carter,4.8
42000000,47.559928,180274123,113,The Impossible,7
55000000,2.410546,14375181,107,Ishtar,4.2
40000000,41.258956,46471023,87,Fantastic Mr. Fox,7.5
40000000,8.980846,16872671,103,Life or Something Like It,5.7
40000000,7.222985,14358033,99,Memoirs of an Invisible Man,5.7
10000000,73.720244,173921954,122,Amélie,7.8
0,10.0403,0,91,New York Minute,5.5
60000000,15.219263,13395939,103,Alfie,5.6
40000000,8.303696,24719215,107,Big Miracle,6.6
38000000,4.746085,28121100,106,The Deep End of the Ocean,5.9
40000000,6.756886,18902015,101,FearDotCom,3.2
40000000,16.424807,28169671,109,Cirque du Freak: The Vampire's Assistant,5.5
40000000,15.590001,19322135,89,Duplex,5.9
0,5.483671,0,103,Soul Men,6.3
0,1.630541,0,115,Raise the Titanic,5.2
45000000,14.566664,10667893,82,Universal Soldier: The Return,4.2
33000000,28.353517,20645327,108,Pandorum,6.5
40000000,9.579975,0,102,Impostor,6.1
40000000,2.911819,10959475,93,Extreme Ops,5
0,10.844882,0,88,Just Visiting,4.8
50000000,51.502884,32017803,107,Sunshine,7
40000000,13.119133,22044277,91,A Thousand Words,6
40000000,4.238482,0,94,Delgo,5.4
40000000,26.935458,13644292,115,The Gunman,5.5
40000000,16.282962,23937870,93,Stormbreaker,5.1
20000000,31.690456,117760134,105,Disturbia,6.6
20000000,17.842246,7563728,107,Hackers,6.2
0,8.048305,0,101,The Hunting Party,6.6
30000000,14.188982,0,111,The Hudsucker Proxy,7.1
40000000,6.884467,0,126,The Warlords,6.3
25000000,8.212018,0,112,Nomad: The Warrior,4.3
39200000,64.238688,86758912,126,Snowpiercer,6.7
25000000,17.375562,0,90,A Monster in Paris,6.5
0,6.7698,0,90,The Last Shot,5.9
15000000,44.690107,94000000,102,The Crow,7.3
40000000,16.254032,100000000,159,Baahubali: The Beginning,7.5
39000000,37.492928,101229792,107,The Time Traveler's Wife,6.7
0,18.678415,69485490,102,Because I Said So,5.8
39000000,27.908783,35287788,87,Frankenweenie,6.6
39000000,45.388937,38869464,119,Serenity,7.4
39000000,2.817364,6614280,106,Against the Ropes,4.5
39000000,22.164202,75850624,125,Superman III,5.3
40000000,21.362949,44907260,113,Grudge Match,6
80341000,14.8375,127814609,150,Red Cliff,7.1
30000000,18.256028,180622424,108,Sweet Home Alabama,6
38000000,22.332927,205298907,96,The Ugly Truth,6.4
0,5.417787,0,90,Sgt. Bilko,5.5
38000000,24.085144,119723358,100,Spy Kids 2: The Island of Lost Dreams,5.3
38000000,14.779041,120000000,118,Star Trek: Generations,6.4
3860000,19.947265,64076736,130,The Grandmaster,6.3
38000000,16.801218,114156230,120,Water for Elephants,6.7
40000000,5.057695,0,88,Dragon Nest: Warriors' Dawn,6.8
50000000,20.825781,73956241,146,The Hurricane,7.2
38000000,11.500783,51801187,114,Enough,6.2
35000000,13.932203,0,123,Heartbreakers,5.7
38000000,41.258487,107597242,94,Paul Blart: Mall Cop 2,5
53000000,6.454634,29700000,102,Angel Eyes,5.6
38000000,5.257009,0,99,Joe Somebody,5.5
38000000,30.359164,58401898,133,The Ninth Gate,6.3
38000000,3.426555,17380126,118,Extreme Measures,5.7
57000000,11.60815,16991902,105,Rock Star,6
10000000,18.664624,47536959,110,Precious,6.9
38000000,10.047579,10300000,129,White Squall,6.3
15000000,52.731379,19629760,109,The Thing,7.8
38000000,46.630062,98337295,119,Riddick,6.2
37000000,4.131546,6482195,118,Switchback,5.8
0,5.641978,0,110,Texas Rangers,5.4
55000000,23.465539,17869048,90,City of Ember,6.2
32000000,25.682509,28258060,137,The Master,7
38000000,6.760922,5410749,93,Virgin Territory,4.3
40000000,3.87823,9793496,130,The Express,7.1
38000000,57.889964,109906372,112,The 5th Wave,5.6
37000000,57.773583,173567581,133,Creed,7.3
37000000,24.218358,154026136,125,The Town,7
40000000,27.009723,79700000,110,What to Expect When You're Expecting,5.8
37000000,31.941347,163720069,96,Burn After Reading,6.5
37000000,14.353279,100076342,96,Nim's Island,5.6
38000000,33.003828,90247624,123,Rush,7.7
37000000,30.993736,48451803,188,Magnolia,7.5
30000000,25.825771,55583804,107,Cop Out,5.3
38000000,46.078371,112343513,110,How to Be Single,5.9
37000000,6.63839,95404397,113,Dolphin Tale,6.7
37000000,127.084938,392616625,122,Twilight,5.8
36000000,27.465433,102244770,116,John Q,7
65000000,16.865782,117758500,93,Blue Streak,6.1
37000000,100.348805,269994119,110,We're the Millers,6.8
36500000,2.785832,21834845,115,The Inhabited Island,5.3
36000000,9.176339,50159144,95,Breakdown,6.6
36000000,23.380757,160000000,134,Never Say Never Again,5.8
36000000,33.926473,64572262,101,Hot Tub Time Machine,6
36000000,6.967857,52424533,107,Dolphin Tale 2,6.7
42000000,11.470135,32168970,124,Reindeer Games,5.4
36000000,19.854932,44350926,109,A Man Apart,5.8
37000000,29.652536,26250020,105,Aloha,5.2
0,8.102925,0,130,Ghosts of Mississippi,6.2
0,2.79483,0,127,Snow Falling on Cedars,6.3
37000000,11.492474,96047633,114,The Rite,5.8
36000000,70.398356,12532777,106,Gattaca,7.5
36000000,1.068453,3003296,95,Isn't She Great,4.6
37000000,6.293217,63800345,81,Space Chimps,5.2
0,3.457194,0,95,Head of State,5.3
35000000,82.21166,459270619,100,The Hangover,7.2
36000000,19.167377,156844753,105,Ip Man 3,6.5
33000000,18.316151,310940086,95,Austin Powers: The Spy Who Shagged Me,6.2
35000000,44.104469,411348924,126,Batman,7
0,6.668679,0,112,There Be Dragons,5.9
35000000,36.172182,321731527,118,Lethal Weapon 3,6.4
29000000,25.767395,309208309,129,The Blind Side,7.2
35000000,21.543389,147934180,88,Spy Kids,5.5
35000000,50.309843,117000000,98,Horrible Bosses,6.5
38000000,49.292384,252276927,110,True Grit,7.2
35000000,83.893257,326551094,109,The Devil Wears Prada,7
35000000,24.616634,139000000,132,Star Trek: The Motion Picture,6.2
35000000,34.005726,173965010,111,Identity Thief,5.6
35000000,27.714043,182300000,128,Cape Fear,7
35000000,45.149948,69823199,123,21,6.5
35000000,72.774941,140795793,125,Trainwreck,5.9
35000000,3.74263,68915888,105,Guess Who,5.5
27000000,29.381878,231976425,162,The English Patient,7
35000000,24.860326,126216940,138,L.A. Confidential,7.7
35000000,11.041659,86369815,100,Sky High,5.8
35000000,11.897925,0,90,In & Out,6.3
35000000,23.607071,113374103,108,Species,5.5
1800000,38.204158,25504513,91,A Nightmare on Elm Street,7.2
33000000,25.413955,104155843,107,The Cell,6
0,28.98027,0,132,The Man in the Iron Mask,6.3
35000000,9.525037,60251371,123,Secretariat,6.8
34000000,18.39217,95608995,90,TMNT,6
32000000,9.254647,52277485,109,Radio,6.8
35000000,40.526587,150483765,109,Friends with Benefits,6.5
35000000,50.179171,108758521,91,Neighbors 2: Sorority Rising,5.6
35000000,31.957947,112544580,125,Saving Mr. Banks,7.3
34000000,19.822791,48169908,202,Malcolm X,7.2
35000000,38.429648,88058786,134,This Is 40,5.6
35000000,13.707843,92219310,88,Old Dogs,5.2
35000000,51.927471,91353501,92,Underworld: Rise of the Lycans,6.2
35000000,14.503568,69307224,91,License to Wed,5.2
0,6.74556,0,80,The Benchwarmers,5.2
30000000,11.120167,58405313,98,Must Love Dogs,5.8
35000000,40.370442,41954997,127,Donnie Brasco,7.4
33000000,40.715623,102984862,100,Resident Evil,6.4
10700000,36.230204,122200000,114,Poltergeist,7
0,23.666229,0,104,The Ladykillers,6
35000000,25.903237,85416905,100,Max Payne,5.2
40000000,60.231382,173930596,109,In Time,6.7
35000000,18.38292,77477008,106,The Back-Up Plan,5.7
35000000,14.029012,59901913,112,Something Borrowed,5.9
0,15.913783,0,95,Black Knight,5.1
35000000,6.889633,35323292,102,The Bad News Bears,6.9
35000000,19.286099,99423521,102,Street Fighter,4.1
35000000,50.587541,120072577,150,The Pianist,8
35000000,3.721272,0,101,The Nativity Story,6.4
40000000,17.157738,68766121,113,House of Wax,5.5
27000000,22.636908,115505027,104,Closer,6.7
35000000,28.069419,84606030,137,J. Edgar,6
35000000,19.774543,72436439,110,Mirrors,6
35000000,11.644243,45479110,101,Queen of the Damned,5.4
35000000,27.934978,57120318,108,Predator 2,5.9
35000000,12.677505,32483410,101,Untraceable,5.9
35000000,8.737058,40263020,112,Blast from the Past,6.3
35000000,12.343507,27107960,111,Flash Gordon,6.1
35000000,14.699342,36098382,102,Jersey Girl,5.8
45000000,14.513243,30353232,101,Alex Cross,5.1
35000000,5.525544,25105255,155,Midnight in the Garden of Good and Evil,6.3
8900000,15.079993,4100000,93,Heist,5.6
35000000,23.835055,93246388,109,Nanny McPhee and the Big Bang,6
35000000,5.926966,0,140,Hoffa,6.1
30000000,25.454549,68369434,104,The X Files: I Want to Believe,5.5
31000000,22.71592,27388767,96,Ella Enchanted,5.9
35000000,35.120736,50363790,123,Concussion,7
35000000,19.893646,82087155,106,Abduction,5.6
35000000,14.051852,19478106,76,Valiant,5.2
35000000,9.011729,0,111,Wonder Boys,6.9
35000000,19.088655,25871834,85,Superhero Movie,4.9
56000000,29.490057,19701164,109,Broken City,5.7
35000000,11.195593,19294901,97,Cursed,5.1
35000000,17.709888,31083599,91,Premium Rush,6.2
35000000,18.262017,51680201,87,Hot Pursuit,5.4
35000000,10.10364,29882645,132,The Four Feathers,6.5
35000000,28.670477,46216641,118,Parker,5.7
31000000,16.736734,41512007,98,Wimbledon,6
35000000,13.668633,39340177,92,Furry Vengeance,4.6
30000000,9.780588,0,93,Bait,5.3
27000000,9.904881,16519460,117,Krull,5.8
35000000,9.789027,63215872,92,Lions for Lambs,6
35000000,6.81729,0,115,Flight of the Intruder,5.7
35000000,10.73522,18317151,96,Walk Hard: The Dewey Cox Story,6.6
0,11.1399,0,111,The Shipping News,6.4
35000000,6.727949,13678913,94,American Outlaws,5.7
35000000,16.343317,27409889,105,The Young Victoria,7
40000000,14.818718,12206028,101,Whiteout,5.3
32000000,43.862456,54674226,139,The Tree of Life,6.5
33000000,2.706207,0,91,Knock Off,4.7
35000000,27.903999,17508518,110,Sabotage,5.5
35000000,3.746806,11560806,102,The Order,4.8
20500000,17.112498,10089373,102,Punisher: War Zone,5.6
35000000,10.304172,12506188,83,Zoom,4.9
35000000,37.335721,61181942,123,The Walk,6.9
0,0.912395,0,103,Warriors of Virtue,4.7
35000000,16.782471,42064105,118,A Good Year,6.5
35000000,3.503408,4651977,114,Radio Flyer,6.6
35000000,9.122828,0,180,Bound by Honor,7.7
35000000,5.419181,0,121,Smilla's Sense of Snow,6.6
35000000,9.07278,16838910,114,Femme Fatale,6.2
35000000,2.864979,0,173,Lion of the Desert,7.4
35000000,2.877488,15000000,135,The Horseman on the Roof,6.7
38000000,5.516207,635096,138,Ride with the Devil,6.6
0,13.930763,25147786,148,Biutiful,7
35000000,20.27704,10496317,93,Bandidas,5.8
0,0.126738,0,100,Black Water Transit,0
34000000,131.815575,348319861,113,The Maze Runner,7
35000000,16.832312,14431253,91,Unfinished Business,5
34000000,9.133747,32255440,139,The Age of Innocence,7
35000000,24.606012,15304890,96,The Fountain,6.8
70000000,3.276912,11263966,101,Chill Factor,5.3
35000000,16.830184,2106557,96,Stolen,5.1
41677699,39.58676,187479518,100,Ponyo,7.5
34000000,41.946523,63013281,128,The Longest Ride,7.3
75000000,20.697556,19598588,109,The Astronaut's Wife,5.4
34000000,1.656695,0,114,I Dreamed of Africa,5.3
35000000,17.932561,0,106,Playing for Keeps,5.4
35000000,15.50957,27330000,141,Mandela: Long Walk to Freedom,6.5
32000000,4.602185,40382659,195,Reds,7.1
40000000,40.379966,243240178,138,A Few Good Men,7.1
50000000,12.601306,79958599,101,Exit Wounds,5.3
30000000,24.389194,173959438,98,Big Momma's House,5.6
34000000,12.867326,0,85,Thunder and the House of Magic,6.3
30000000,23.328823,64626786,89,The Darkest Hour,4.8
33000000,29.775441,140470746,99,Step Up Revolution,6.7
33000000,19.642328,62022014,105,Snakes on a Plane,5.1
33000000,7.339908,0,96,The Watcher,4.9
33000000,35.099611,54700105,124,The Punisher,6.1
30000000,16.541791,27610873,118,Goal!: The Dream Begins,6.6
30000000,31.92695,40346186,94,Safe,6.3
33000000,9.060642,0,124,Pushing Tin,5.7
32350000,46.509071,572700000,135,Return of the Jedi,7.9
30000000,21.538222,22211426,108,Doomsday,5.8
32000000,33.923786,113019290,124,The Reader,7.2
35000000,20.908494,24159934,98,Wanderlust,5.3
32000000,16.901954,173398518,97,Elf,6.4
32000000,15.039407,152036382,123,Phenomenon,6.2
33000000,13.655735,0,99,Snow Dogs,5.3
0,21.620317,60328000,101,Scrooged,6.7
32000000,14.642055,80197993,92,Nacho Libre,5.6
32500000,17.107065,288383523,125,Bridesmaids,6.5
32000000,38.21708,126041322,107,This Is the End,6.3
29000000,14.993169,50041732,103,Stigmata,6
32000000,24.147269,48814909,129,Men of Honor,7
32000000,18.47242,69055695,107,Takers,6
35000000,18.84332,21819348,90,The Big Wedding,5.7
32000000,15.901137,83615414,107,"Big Mommas: Like Father, Like Son",5.3
32000000,59.19888,147332697,93,Source Code,7.1
32000000,14.48851,36733909,120,Alive,6.7
30000000,23.197408,77566815,101,The Number 23,6.3
33000000,10.651202,9494789,105,The Young and Prodigious T.S. Spivet,6.7
35000000,10.032626,31755742,113,1941,5.6
0,6.048743,0,106,Dreamer: Inspired By a True Story,6.3
32000000,34.628738,60740827,96,A History of Violence,6.9
32000000,47.5612,85167639,87,Transporter 2,6.2
32000000,16.473355,18552460,107,The Quick and the Dead,6.3
28000000,6.201404,30016165,90,Laws of Attraction,5.6
32000000,15.560918,0,121,Bringing Out the Dead,6.6
32000000,25.799697,18409891,111,Repo Men,6.2
70000000,4.822033,53587404,90,Dragon Wars: D-War,4
32000000,3.379454,0,110,Bogus,5.4
30000000,26.9385,27437881,100,The Incredible Burt Wonderstone,5.3
32000000,4.098444,3566637,75,Cats Don't Dance,7.1
0,4.901553,0,132,Cradle Will Rock,7.2
32000000,5.347936,5914908,108,The Good German,5.9
32000000,4.120549,0,93,George and the Dragon,5
31500000,49.973462,89460381,153,Apocalypse Now,8
32000000,13.611544,42045846,102,Going the Distance,6
0,6.775294,106269971,137,Mr. Holland's Opus,6.9
31500000,27.891012,14708696,113,Criminal,5.7
31000000,13.864975,128499205,161,Out of Africa,7
31000000,42.213765,161772375,138,Flight,6.5
34000000,29.887404,210308099,126,Moonraker,5.9
30000000,74.417456,174600318,99,The Grand Budapest Hotel,8
31000000,7.06762,24185781,101,Hearts in Atlantis,6.4
31000000,15.895661,53208180,103,Arachnophobia,6.2
31000000,19.258041,68106245,118,Frequency,7
31000000,47.753598,104384188,99,Vacation,6.2
30250000,15.585138,115101622,105,Get Shorty,6.4
45000000,32.217425,306776732,113,Chicago,6.9
34200000,34.86859,234801895,93,Big Daddy,6.1
30000000,36.432598,287553595,108,American Pie 2,6
30000000,73.640445,373554033,81,Toy Story,7.7
30000000,49.526736,350448145,116,Speed,6.8
30000000,26.780961,196114570,104,The Vow,7
31000000,6.487344,15134293,105,Extraordinary Measures,6
30000000,25.996219,136706683,113,Remember the Titans,7.4
30000000,46.212155,199200000,134,The Hunt for Red October,7.2
25000000,32.105328,115922175,132,The Butler,7.2
20000000,41.156217,167722310,92,DodgeBall: A True Underdog Story,6.2
30000000,37.179547,191502426,99,The Addams Family,6.7
30000000,34.391792,212385533,90,Ace Ventura: When Nature Calls,6.1
37000000,40.176265,165335153,115,The Princess Diaries,6.5
26000000,10.704596,116400000,102,The First Wives Club,6.5
33000000,79.579532,327311859,127,Se7en,8.1
30000000,63.13678,210819611,112,District 9,7.3
30000000,27.870755,140161792,87,The SpongeBob SquarePants Movie,6.7
25000000,31.242999,156822020,138,Mystic River,7.6
30000000,70.456012,216763646,132,Million Dollar Baby,7.7
80000000,29.415229,176885658,103,Analyze This,6.4
29000000,55.109138,115603229,123,The Notebook,7.7
30000000,30.695228,160259319,111,27 Dresses,6.1
35000000,13.788422,155545279,102,Hannah Montana: The Movie,6
30,4.590277,103,78,Rugrats in Paris: The Movie,6
30000000,3.845231,74787599,132,The Prince of Tides,5.9
30000000,26.952727,160638883,133,Legends of the Fall,7.2
25000000,33.704181,163670000,109,Up in the Air,6.7
30000000,19.925026,105834556,125,About Schmidt,6.7
35000000,43.742241,116980662,97,Warm Bodies,6.4
30000000,46.377628,47042000,118,Looper,6.6
0,9.166658,0,87,Down to Earth,4.9
30000000,34.36645,254134910,89,Babe,6
30000000,12.967137,114281051,100,Hope Springs,5.8
30000000,50.670253,105173115,111,Forgetting Sarah Marshall,6.4
45000000,24.694551,92374674,109,Four Brothers,6.7
30000000,11.409124,63833449,99,Baby Mama,5.8
0,7.922716,0,114,Hope Floats,5.8
30000000,33.385429,114663461,89,Bride Wars,5.9
19000000,8.584398,69631118,95,Without a Paddle,5.3
37000000,41.569541,96455697,98,13 Going on 30,6.3
30000000,43.753585,151119219,94,Midnight in Paris,7.4
0,18.568021,0,85,The Nut Job,5.5
53000000,28.350529,83282296,124,Blow,7.4
80000000,10.81051,118880016,131,Message in a Bottle,5.8
30000000,19.578249,70200000,107,Star Trek V: The Final Frontier,5.6
30000000,5.73667,0,99,Like Mike,5.7
30000000,28.624038,51132598,83,The Naked Gun 33⅓: The Final Insult,6.3
30000000,27.230493,152427960,131,A View to a Kill,6
30000000,30.380747,192452832,85,The Curse of the Were-Rabbit,6.8
30000000,29.489274,156835339,126,P.S. I Love You,6.9
30000000,8.058109,93772522,102,Racing Stripes,5.1
30000000,33.369305,129266061,123,Atonement,7.4
30000000,16.52083,0,105,Letters to Juliet,6.6
30000000,11.19602,45892212,125,Black Rain,6.2
30000000,14.585968,54819301,92,The Three Stooges,4.9
40000000,43.571612,117195061,77,Corpse Bride,7.2
0,8.305085,42647449,118,Glory Road,7.2
30000000,55.424027,84025816,121,Sicario,7.2
30000000,65.364452,91709827,123,Southpaw,7.3
30000000,45.083509,90810892,99,Drag Me to Hell,6.2
25000000,82.052056,65663276,112,The Age of Adaline,7.4
0,15.011624,0,111,Secondhand Lions,6.9
30000000,25.060342,159291809,107,Step Up 3D,6.6
25000000,11.42943,51842679,104,Blue Crush,5.6
30000000,32.26789,53653224,113,Stranger Than Fiction,7.1
30000000,33.394082,75505973,113,30 Days of Night,6.2
30000000,73.987775,66486080,95,The Cabin in the Woods,6.5
30000000,10.608998,84646831,84,Meet the Spartans,3.7
30000000,12.821329,38413606,126,Midnight Run,7.2
27000000,30.131498,38122105,101,The Running Man,6.4
25000000,12.113235,38748395,94,Little Shop of Horrors,6.6
30000000,31.191975,63782078,111,Hanna,6.5
30000000,11.916389,51376861,95,Mortal Kombat: Annihilation,3.8
30000000,20.355458,36160375,98,Larry Crowne,5.7
30000000,63.848541,82394288,100,Carrie,5.8
30000000,8.999675,34742066,108,Take the Lead,6.6
30000000,9.278361,41480851,125,Gridiron Gang,6.5
45000000,7.185212,0,94,What's the Worst That Could Happen?,5.1
30000000,55.806402,48428063,79,9,6.6
30000000,48.237797,63372757,106,Side Effects,6.4
0,17.943945,0,111,The Prince & Me,5.9
30000000,19.143721,14460000,63,Winnie the Pooh,6.8
19000000,15.67747,39267515,85,Dumb and Dumberer: When Harry Met Lloyd,4.1
30000000,4.52363,29202884,108,Bulworth,6.3
0,13.064264,31911598,139,Get on Up,6.4
0,2.644427,0,127,One True Thing,6.2
